epoch,train_loss_local,train_loss_global,train_loss_total,val_loss_local,val_loss_global,val_loss_total,val_mse,val_mae,val_rmse,val_r2,val_corr,val_nrmse,val_mape_score,val_acc_like_0.1,val_acc_like_0.2,val_acc_like_0.3,val_acc_like_0.4,val_acc_like_0.5,lr
14,0.34159891586750746,0.23669547867029905,0.24718581745401025,0.32307884097099304,0.216074051335454,0.2267745267599821,2663427.75,1229.6724853515625,1632.0011488966545,0.7867040634155273,0.8881002273021392,0.9588653100451482,0.3636971725114639,0.20746875,0.39146875,0.54596875,0.66671875,0.758,0.001
15,0.33533356711268425,0.23349736630916595,0.243680982850492,0.3177885226905346,0.2135817799717188,0.22400245442986488,2632613.0,1223.03369140625,1622.5328964307628,0.7891718149185181,0.8887881275586963,0.9591039579344969,0.3758609383063701,0.20675,0.39284375,0.547625,0.668125,0.7600625,0.001
16,0.3294909344986081,0.23050557123497128,0.2404041038826108,0.3131269998848438,0.2133924588561058,0.22336590476334095,2630479.75,1224.5885009765625,1621.8753805394545,0.7893426418304443,0.8896642375219733,0.9591205306632279,0.37661136385074,0.2055,0.3915625,0.54603125,0.667375,0.7600625,0.001
17,0.3251673271879554,0.2318558949045837,0.2411870351061225,0.3096727840602398,0.2345959022641182,0.24210358783602715,2891811.25,1302.1524658203125,1700.5326371463736,0.7684143781661987,0.8903745871277874,0.957137969642721,0.4479740044381885,0.1836875,0.360375,0.5125625,0.6345625,0.73328125,0.001
18,0.32196104247123003,0.23049858026206493,0.2396448226645589,0.30678360536694527,0.21222648955881596,0.22168219462037086,2615985.0,1220.525634765625,1617.4006924692471,0.7905034422874451,0.8906829817282589,0.9592333154529549,0.36571626276578995,0.20734375,0.39353125,0.54734375,0.66934375,0.76034375,0.001
19,0.3181821508333087,0.22467053588479757,0.23402169300243258,0.3037528954446316,0.20961573533713818,0.21902944520115852,2584001.0,1213.2540283203125,1607.4828148381555,0.7930648326873779,0.891330489854868,0.9594832961724176,0.38158648412009294,0.20903125,0.39434375,0.5505,0.67196875,0.762625,0.001
20,0.3151910910382867,0.22576396726071835,0.2347066756337881,0.30066416040062904,0.20778310857713223,0.21707120724022388,2561424.25,1207.3448486328125,1600.4450162376713,0.7948728203773499,0.8918955900441199,0.9596606843216793,0.3661789697898928,0.20984375,0.39859375,0.55128125,0.67346875,0.76425,0.001
21,0.31243261229246855,0.22210754035040736,0.23114004265516996,0.2984769530594349,0.21802144311368465,0.2260669842362404,2687807.0,1248.769775390625,1639.4532625238207,0.7847516536712646,0.8926390161478881,0.958677479059999,0.425453955834,0.1968125,0.38015625,0.534375,0.65371875,0.7501875,0.001
22,0.3099926197901368,0.22518070507794619,0.23366188956424594,0.296346940100193,0.20914463326334953,0.21786485612392426,2578287.0,1214.59033203125,1605.7045182722754,0.7935224175453186,0.8929779053317463,0.959528118247411,0.3776977962156505,0.207875,0.39415625,0.5488125,0.66878125,0.7620625,0.001
23,0.30821637623012066,0.22020356077700853,0.22900483617559075,0.2943035215139389,0.20598418079316616,0.21481610648334026,2539634.5,1205.051513671875,1593.6230733771397,0.796617865562439,0.8934020270235352,0.9598326318136571,0.38129620404141046,0.208875,0.39784375,0.55340625,0.67159375,0.7644375,0.001
24,0.30626348685473204,0.2276260475628078,0.235489787068218,0.29240627214312553,0.2064949832856655,0.21508610248565674,2545650.75,1206.551513671875,1595.5095581036173,0.7961360216140747,0.8935343002516342,0.9597850828493805,0.36606417371235306,0.2081875,0.3984375,0.55153125,0.67371875,0.76334375,0.001
25,0.3040451379492879,0.22644541878253222,0.23420538706704974,0.2915446124970913,0.20876208133995533,0.21704032830893993,2573692.0,1214.1895751953125,1604.2730440919338,0.7938904166221619,0.8939136077487209,0.9595641986427138,0.37160882243847826,0.20646875,0.39675,0.548,0.6691875,0.76121875,0.001
26,0.3034521481022239,0.2188741322606802,0.2273319293744862,0.29027559980750084,0.20684697479009628,0.2151898294687271,2550310.0,1210.5484619140625,1596.9690040824212,0.7957628965377808,0.8941720145613312,0.9597482974231665,0.38207482931538594,0.2079375,0.3948125,0.55065625,0.668875,0.76353125,0.001
27,0.3012223467230797,0.2164995800703764,0.22497185226529837,0.2887267619371414,0.205190634354949,0.2135442402213812,2529647.0,1205.3955078125,1590.4864035885375,0.7974176406860352,0.8943594990035282,0.9599116917697925,0.3372837326834967,0.207875,0.39503125,0.55190625,0.67459375,0.76303125,0.001
28,0.2999006565660238,0.21985019510611892,0.22785523580387235,0.28745586052536964,0.21667605265974998,0.2237540278583765,2671342.25,1246.168701171875,1634.4241340606789,0.7860702276229858,0.8949263219226781,0.9588042385541418,0.4084230714850215,0.19896875,0.379875,0.53478125,0.65434375,0.7520625,0.001
29,0.298184840939939,0.21899556182324886,0.2269144863821566,0.286281555891037,0.203770462423563,0.21202156692743301,2512459.5,1200.6021728515625,1585.0739730372206,0.7987940907478333,0.8951274057928261,0.9600481124167884,0.3846599310202677,0.21015625,0.39878125,0.55365625,0.67303125,0.76546875,0.001
30,0.29704653564840555,0.21440586214885116,0.22266992228105664,0.28513307869434357,0.20414300076663494,0.2122420035302639,2516848.5,1199.543212890625,1586.4578469029677,0.7984426021575928,0.8952594813408583,0.9600132317903609,0.3405262047545103,0.21128125,0.3986875,0.55475,0.6760625,0.76503125,0.001
31,0.29580307099968195,0.214220208581537,0.22237848956137896,0.28433188050985336,0.20748376287519932,0.21516856737434864,2558370.0,1213.6673583984375,1599.4905438920232,0.7951174378395081,0.8958420958440353,0.9596847418562191,0.3805779229446357,0.20703125,0.39403125,0.54828125,0.66815625,0.761625,0.001
32,0.2946278853341937,0.21465330757200718,0.22265075892210007,0.2831137962639332,0.203356197103858,0.21133194863796234,2507403.75,1199.1365966796875,1583.4783705501,0.7991989850997925,0.8960046750737714,0.9600883296762207,0.3560291552653354,0.211125,0.4005625,0.55265625,0.6740625,0.76471875,0.001
33,0.2931228633970022,0.21362522477284074,0.22157498029991984,0.2820187546312809,0.2042374610900879,0.21201558597385883,2518166.5,1202.428466796875,1586.8731833388576,0.7983370423316956,0.8959299954414134,0.960002763209791,0.3304837674814148,0.20996875,0.3974375,0.55321875,0.6733125,0.76465625,0.001
34,0.29233057145029306,0.21442237962037325,0.22221319330856204,0.28139645978808403,0.2034763153642416,0.2112683281302452,2508927.0,1202.3609619140625,1583.9592797796288,0.7990769743919373,0.8962192064543986,0.9600762083293293,0.35287787902954343,0.208,0.396,0.5505625,0.6728125,0.76503125,0.001
35,0.2914205975830555,0.2142958422191441,0.22200831165537238,0.28127988055348396,0.22235690616071224,0.2282491959631443,2741711.75,1264.9334716796875,1655.8115079923803,0.7804348468780518,0.8966665753943297,0.9582651684706288,0.41539708126955915,0.19534375,0.3750625,0.52628125,0.64621875,0.74475,0.001
36,0.2908103549852967,0.21487969439476728,0.22247275477275252,0.27995678037405014,0.20236408337950706,0.2101233471184969,2495421.25,1199.0648193359375,1579.6902386227498,0.8001585602760315,0.8965355123315217,0.9601838097758794,0.3810011391962258,0.211125,0.39940625,0.5533125,0.6726875,0.7659375,0.001
37,0.2900928892195225,0.211196958553046,0.21908654551953077,0.2793613560497761,0.20068872347474098,0.20855598151683807,2474872.25,1192.06298828125,1573.1726701160303,0.8018041849136353,0.8967624928688149,0.960348085493433,0.3699152793129776,0.2133125,0.402,0.556375,0.676125,0.76659375,0.001
38,0.28881474304944277,0.20913217356428504,0.21710042469203472,0.27853573486208916,0.1985895372927189,0.20658414997160435,2449055.0,1184.45703125,1564.9456859584616,0.803871750831604,0.8968404060306484,0.960555447138254,0.3674267632863022,0.214625,0.40578125,0.55846875,0.67878125,0.7698125,0.001
39,0.28813905641436577,0.21108072763308883,0.21878655534237623,0.278080265969038,0.20262989960610867,0.21017492935061455,2499031.0,1203.2197265625,1580.8323756806096,0.7998694777488708,0.8971524441754973,0.9601550221406545,0.4124773923405333,0.207375,0.39428125,0.54890625,0.67059375,0.76459375,0.001
40,0.2872536825016141,0.2095106621272862,0.21728495880961418,0.27722978964447975,0.2005626019090414,0.20822932198643684,2473348.25,1190.467529296875,1572.688224029162,0.8019262552261353,0.8971460922465309,0.9603602959870327,0.3428067635596341,0.21271875,0.40353125,0.55559375,0.6765625,0.76728125,0.001
41,0.28714383859187365,0.21318888338282704,0.22058437438681722,0.27696122974157333,0.20139758847653866,0.20895394682884216,2483558.25,1195.28173828125,1575.9309153639952,0.8011085987091064,0.8972600429193848,0.9602785637512632,0.36318579525191935,0.21271875,0.40046875,0.55334375,0.67434375,0.7661875,0.001
42,0.28597984183579683,0.20847619557753205,0.2162265544757247,0.2765779681503773,0.20207680948078632,0.20952692441642284,2492086.75,1199.7509765625,1578.6344573713068,0.8004255890846252,0.8974948459257514,0.9602104208076593,0.37515986631359116,0.2103125,0.39778125,0.5516875,0.6720625,0.7655625,0.001
43,0.2855383940041065,0.20828137453645468,0.21600707108154893,0.2758913189172745,0.2019879724830389,0.20937830209732056,2491047.0,1200.78662109375,1578.3051035842213,0.8005088567733765,0.897532468339578,0.960218722190245,0.4073158886451494,0.2083125,0.39571875,0.55034375,0.671875,0.764625,0.001
44,0.28535876609385014,0.20871072309091687,0.2163755213841796,0.275348000228405,0.19895627163350582,0.20659544132649899,2453679.5,1189.4298095703125,1566.4225164367372,0.8035013675689697,0.8977352051784563,0.960518223534655,0.3961638739562903,0.2136875,0.3999375,0.5564375,0.67521875,0.76834375,0.0005
45,0.28487601317465305,0.20808097580447793,0.21576047409325838,0.2750944457948208,0.19753246009349823,0.20528865233063698,2436095.25,1182.64013671875,1560.799554715467,0.8049095869064331,0.8978100165095462,0.9606599506328184,0.3661914860189642,0.21690625,0.40521875,0.55925,0.67890625,0.76984375,0.0005
46,0.2837474998086691,0.20750894071534276,0.21513279154896736,0.2748579978942871,0.19831684976816177,0.20597095601260662,2445520.75,1185.4427490234375,1563.8160857338692,0.8041547536849976,0.8977922630371348,0.9605839187818206,0.3526824288758201,0.21509375,0.4046875,0.557125,0.67815625,0.76878125,0.0005
47,0.28390688449144363,0.2079065996222198,0.215506621170789,0.2747401148080826,0.19924916699528694,0.2067982591688633,2457260.5,1189.9747314453125,1567.5651501612301,0.8032146096229553,0.8979163188995983,0.9604894233809169,0.3798796654892066,0.2139375,0.40090625,0.55440625,0.675125,0.76803125,0.0005
48,0.28343131858855486,0.20706026628613472,0.2146973665803671,0.27434393391013145,0.1990208998322487,0.20655319839715958,2454250.75,1187.6949462890625,1566.6048480711402,0.803455650806427,0.8979350946980866,0.9605136278545262,0.35601409065130535,0.2148125,0.40421875,0.555625,0.676375,0.7684375,0.0005
49,0.28298941254615784,0.20659708604216576,0.21423631208017468,0.27427148818969727,0.19918259605765343,0.20669148489832878,2456333.25,1189.28173828125,1567.2693610225397,0.8032888174057007,0.8979932939195964,0.9604968787644627,0.3795660401339824,0.2139375,0.40253125,0.5551875,0.67575,0.7679375,0.0005
50,0.28262376599013805,0.20771168591454625,0.21520288847386837,0.2738732509315014,0.1978289894759655,0.2054334133863449,2439622.75,1183.523193359375,1561.9291757310893,0.8046270608901978,0.8979903854041476,0.9606314784652127,0.35147073851563143,0.2155,0.404875,0.55678125,0.67921875,0.77,0.0005
51,0.2826897157356143,0.20648344000801444,0.21410406148061156,0.273784089833498,0.1981315240263939,0.20569677837193012,2443430.0,1186.5498046875,1563.1474658521504,0.8043221831321716,0.898062085314562,0.960600771387317,0.3752363397122466,0.2154375,0.40346875,0.55603125,0.67603125,0.76859375,0.00025
52,0.2827041717246175,0.20538343535736203,0.21311550261452794,0.2736303359270096,0.19698290340602398,0.2046476397663355,2429197.0,1180.9932861328125,1558.5881431603411,0.8054620027542114,0.8980954932611706,0.9607156893979193,0.36417582322168923,0.217,0.40625,0.55825,0.67825,0.7699375,0.00025
53,0.2822631914168596,0.205576594453305,0.21324525028467178,0.2734820581972599,0.19655401073396206,0.20424680598080158,2423947.0,1179.8489990234375,1556.9030156050183,0.805882453918457,0.8981345527272483,0.9607581631422358,0.36907877302785846,0.21775,0.40715625,0.55871875,0.67896875,0.77,0.00025
54,0.2828375557437539,0.20584531733766198,0.21354453498497605,0.2734040878713131,0.1968136876821518,0.20447272062301636,2427195.25,1180.936767578125,1557.9458430895472,0.8056223392486572,0.8981827973115601,0.9607318786109525,0.3717397577786712,0.21775,0.407375,0.55909375,0.67884375,0.76975,0.00025
55,0.28272564709186554,0.20516414428129792,0.21292028948664665,0.27331626042723656,0.19743207283318043,0.2050204873085022,2434721.25,1182.949951171875,1560.3593336151773,0.8050196170806885,0.8981961653039676,0.9606710464328945,0.35186826282251465,0.21575,0.4045625,0.5573125,0.678875,0.77046875,0.00025
56,0.2816208219155669,0.20554322376847267,0.2131509785540402,0.2731586992740631,0.19864014722406864,0.20609199814498425,2449723.0,1188.0010986328125,1565.1590973444202,0.8038182258605957,0.8983245519198546,0.9605500680910639,0.3852222412339591,0.21421875,0.40246875,0.55634375,0.67571875,0.76909375,0.00025
57,0.2817666083574295,0.20570616144686937,0.21331220027059317,0.27298029884696007,0.19621239230036736,0.20388917438685894,2419801.5,1178.9090576171875,1555.5711169856556,0.806214451789856,0.8981875891041264,0.9607917337293619,0.37511908318024983,0.2191875,0.40721875,0.559,0.6788125,0.77053125,0.00025
58,0.2812661677598953,0.20441613253206015,0.21210113121196628,0.2728874385356903,0.19753737561404705,0.20507237501442432,2436073.0,1183.6094970703125,1560.7924269421608,0.8049113750457764,0.8982614242254227,0.9606601302887857,0.37159494550557304,0.2173125,0.40540625,0.55759375,0.676875,0.769,0.00025
59,0.28124860394746065,0.2055364977568388,0.21310770325362682,0.2727936916053295,0.19648090191185474,0.20411217398941517,2423176.75,1180.20849609375,1556.6556298680837,0.8059441447257996,0.8983402532850141,0.9607643985150448,0.38108517176868717,0.2188125,0.4061875,0.559125,0.67846875,0.77078125,0.00025
60,0.2817312814295292,0.20591499051079154,0.2134966137818992,0.2727937735617161,0.19837134703993797,0.2058135811239481,2446369.0,1187.1866455078125,1564.0872737798234,0.8040868043899536,0.8984096852518887,0.9605770834703398,0.37834937608449587,0.216125,0.4025625,0.555875,0.67540625,0.76846875,0.00025
61,0.28167316783219576,0.20507187815383077,0.2127320021390915,0.2726541608572006,0.19765884429216385,0.20515837147831917,2437568.5,1185.047119140625,1561.2714370025476,0.8047915697097778,0.8983623127985488,0.96064805681057,0.37658987477633177,0.2158125,0.4031875,0.55540625,0.67653125,0.76859375,0.00025
62,0.28130478505045176,0.20501818740740418,0.21264684153720737,0.2725006528198719,0.19695285893976688,0.20450763404369354,2428802.75,1181.6182861328125,1558.4616613827882,0.8054935932159424,0.8984377280399101,0.9607188773789499,0.36274239666958463,0.216375,0.40596875,0.55834375,0.67728125,0.76971875,0.00025
63,0.2811097661033273,0.20469545014202595,0.21233687782660127,0.2723556123673916,0.19713754020631313,0.20465934090316296,2431084.0,1181.5679931640625,1559.1933812070906,0.8053109049797058,0.898432376806089,0.9607004343354956,0.35260815706655313,0.214125,0.40453125,0.55803125,0.67821875,0.77084375,0.000125
64,0.28116072714328766,0.20526051614433527,0.2128505315631628,0.2722873091697693,0.19622649997472763,0.2038325760513544,2419950.25,1179.254150390625,1555.6189282726023,0.8062025308609009,0.8984334237868231,0.9607905286429156,0.3756265754362055,0.219875,0.40690625,0.55890625,0.67859375,0.77015625,0.000125
65,0.2802945524454117,0.20440649846568704,0.21199529897421598,0.2722722552716732,0.19708882085978985,0.2046071607619524,2430542.0,1182.7001953125,1559.0195637002123,0.8053542971611023,0.8984528994242811,0.9607048154165132,0.3723282678225701,0.21746875,0.4061875,0.5573125,0.6765625,0.76959375,0.000125
66,0.28065216913819313,0.20460457634180784,0.21220933180302382,0.27217455953359604,0.19777204655110836,0.2052122913300991,2439035.25,1185.9971923828125,1561.7410957005645,0.8046741485595703,0.8984977803839115,0.9606362190340214,0.3900991020790896,0.2140625,0.40259375,0.5564375,0.67684375,0.768875,0.000125
67,0.28038689866662025,0.2040566927753389,0.211689708288759,0.27211057767271996,0.19702967070043087,0.20453775487840176,2429897.25,1182.9298095703125,1558.812769385727,0.8054059743881226,0.8985250703882313,0.9607100276800074,0.3858135757717805,0.216375,0.40534375,0.557125,0.67728125,0.77003125,0.000125
68,0.279942081309855,0.20389249781146646,0.21149745117872953,0.2720616050064564,0.19671709835529327,0.20425154455006123,2426070.5,1182.1458740234375,1557.5848291505667,0.8057124018669128,0.8985215794580653,0.9607409779896261,0.38765478322227115,0.2165,0.4046875,0.55790625,0.67775,0.77034375,0.000125
69,0.2803662633523345,0.20397450309246778,0.21161367278546095,0.27199672535061836,0.19618319906294346,0.20376454666256905,2419412.5,1178.87548828125,1555.4460774967417,0.8062455654144287,0.898509227044568,0.960794885357418,0.37125358353456567,0.21934375,0.40784375,0.559125,0.678625,0.7705625,0.000125
70,0.2806490669026971,0.20467308582738042,0.21227067988365889,0.2720131054520607,0.19772143103182316,0.20515059120953083,2438395.0,1185.2540283203125,1561.5361026886314,0.8047254085540771,0.8985491576658272,0.9606413858955734,0.3830403243095397,0.215875,0.403375,0.55715625,0.6765,0.76975,0.000125
71,0.28043412510305643,0.2042372841387987,0.2118569607846439,0.27189139649271965,0.1964254304766655,0.20397202298045158,2422396.5,1179.86376953125,1556.404992281893,0.8060066103935242,0.8985196223133539,0.9607707158509156,0.3741387860629399,0.21959375,0.40709375,0.559,0.677625,0.7704375,0.000125
72,0.2804651288315654,0.20432777423411608,0.21194150391966105,0.2718704864382744,0.19671073369681835,0.20422670431435108,2425856.75,1181.0352783203125,1557.5162117936366,0.8057295083999634,0.8985485957994856,0.9607427074943539,0.3701319679859935,0.2181875,0.4070625,0.5579375,0.6779375,0.770375,0.000125
73,0.2807759363204241,0.20442706113681197,0.21206194162368774,0.27180955559015274,0.19763634726405144,0.20505366288125515,2437323.75,1185.488525390625,1561.1930534049914,0.8048111796379089,0.8985499358726788,0.9606500324739972,0.3872419220579318,0.2146875,0.40321875,0.55675,0.67675,0.7695,0.000125
74,0.28015324380248785,0.20417893212288618,0.21177635854110122,0.2717588245868683,0.19630251824855804,0.20384814217686653,2420910.0,1179.8607177734375,1555.927376197231,0.8061256408691406,0.898586995434627,0.9607827541938869,0.3779725387798166,0.21815625,0.40678125,0.558375,0.6780625,0.77109375,0.000125
75,0.28025560453534126,0.2041369304060936,0.21174879278987646,0.27165189385414124,0.19663678109645844,0.20413828268647194,2424931.25,1180.4268798828125,1557.2190757886317,0.805803656578064,0.8985637079662087,0.9607501968257484,0.35742494588203916,0.21615625,0.4053125,0.55775,0.678375,0.771375,6.25e-05
76,0.28030778281390667,0.20365872140973806,0.21132362447679043,0.2716492637991905,0.19773993641138077,0.20513086579740047,2438644.5,1186.21728515625,1561.6159899283819,0.8047054409980774,0.8986315799195337,0.9606393723327515,0.3883758118297235,0.21471875,0.4025,0.556,0.67634375,0.76853125,6.25e-05
77,0.27981666661798954,0.2040850631892681,0.2116582184098661,0.2715768739581108,0.19632766023278236,0.2038525752723217,2421206.75,1180.10400390625,1556.0227344097516,0.80610191822052,0.89861069972788,0.9607803506842391,0.3778053039425594,0.2181875,0.40640625,0.5574375,0.67809375,0.77025,6.25e-05
78,0.2800913564860821,0.20389091363176703,0.21151095209643245,0.2715711295604706,0.196610439568758,0.20410650596022606,2424667.75,1181.1209716796875,1557.1344675396535,0.8058247566223145,0.8986062326238117,0.9607523293818999,0.3752451688002231,0.217125,0.40640625,0.5571875,0.6775625,0.77009375,6.25e-05
79,0.27967929746955633,0.20302960649132729,0.21069457102566957,0.27151133492588997,0.19610381498932838,0.20364456437528133,2418452.75,1178.946044921875,1555.1375341107293,0.806322455406189,0.8986089912329391,0.9608026622125567,0.3726067702202698,0.21834375,0.40746875,0.5586875,0.67771875,0.77046875,6.25e-05
80,0.279327011667192,0.2030597049742937,0.21068643033504486,0.2714805454015732,0.19653258100152016,0.20402737148106098,2423736.0,1180.7540283203125,1556.8352513994537,0.8058993816375732,0.8986456311655072,0.9607598711432307,0.37618773295333413,0.21746875,0.4070625,0.55821875,0.6774375,0.77059375,6.25e-05
81,0.2802740316838026,0.20326736755669117,0.2109680287539959,0.2714584730565548,0.1962556280195713,0.20377590879797935,2420312.0,1179.490234375,1555.7351959764876,0.80617356300354,0.8986552821315976,0.9607875981082439,0.36766329742374715,0.218125,0.407125,0.55825,0.67846875,0.77075,6.25e-05
82,0.2803235147148371,0.2038535331375897,0.2115005273371935,0.2714744657278061,0.1965038739144802,0.2040009293705225,2423414.25,1180.56884765625,1556.7319133363972,0.8059251308441162,0.8986825998962502,0.9607624757855051,0.3775751386682376,0.217875,0.40646875,0.5585,0.677375,0.77059375,6.25e-05
83,0.2796460520476103,0.20387708442285657,0.2114539765752852,0.2714235335588455,0.19606476463377476,0.20360063575208187,2418004.0,1179.310302734375,1554.9932475737635,0.8063583970069885,0.8986769840890825,0.9608062989636502,0.3811420510880526,0.21828125,0.40740625,0.55853125,0.6780625,0.771375,6.25e-05
84,0.27998175099492073,0.2038994231261313,0.21150765055790544,0.2713944762945175,0.19630040600895882,0.2038098070770502,2420902.0,1179.9752197265625,1555.9248053810313,0.8061262965202332,0.8986815827386737,0.9607828189914682,0.3775432930388637,0.218375,0.407125,0.558125,0.67778125,0.7709375,6.25e-05
85,0.2797294743359089,0.20365819660946727,0.21126531809568405,0.27137475460767746,0.19655225239694118,0.20403449796140194,2423980.5,1180.8658447265625,1556.9137741056825,0.8058797717094421,0.898673430613149,0.9607578919735608,0.37233330825547545,0.21809375,0.40746875,0.55853125,0.6774375,0.77075,6.25e-05
86,0.2795963864773512,0.2031817277893424,0.21082318853586912,0.27130480483174324,0.19611965119838715,0.20363816432654858,2418680.75,1179.17529296875,1555.2108377965992,0.8063042163848877,0.8986836153873468,0.960800814588618,0.37293663244223735,0.218625,0.40771875,0.5585625,0.67784375,0.77084375,6.25e-05
87,0.2794957021251321,0.20381492655724287,0.21138299815356731,0.27125822752714157,0.1958102211356163,0.20335501991212368,2414854.25,1177.5762939453125,1553.9801317906224,0.806610643863678,0.8986585649367822,0.9608318346096613,0.3680109689853904,0.21859375,0.4080625,0.55890625,0.6793125,0.77128125,6.25e-05
88,0.2794183660298586,0.20350457029417157,0.21109594404697418,0.2712099738419056,0.19599645026028156,0.20351780019700527,2417150.75,1178.64599609375,1554.718865261498,0.8064267039299011,0.8986690778824189,0.9608132147868111,0.37377784661461483,0.21903125,0.40765625,0.55834375,0.67865625,0.770875,6.25e-05
89,0.2797426264733076,0.2036849483847618,0.21129071107134223,0.2711971215903759,0.19604471139609814,0.20355994626879692,2417719.25,1178.704345703125,1554.9016849949066,0.8063812255859375,0.8986796939343237,0.9608086068041167,0.36922161418433597,0.21828125,0.4078125,0.55865625,0.678625,0.7710625,6.25e-05
90,0.2796612046658993,0.20383336348459125,0.21141614159569144,0.27120959386229515,0.19600006751716137,0.203521016985178,2417180.5,1178.740966796875,1554.728432878231,0.8064243793487549,0.8986877996829759,0.9608129736344393,0.3738361805303579,0.21825,0.40721875,0.55853125,0.67840625,0.77096875,6.25e-05
91,0.2793570840731263,0.20293678902089596,0.21057881275191903,0.2711530774831772,0.196605883538723,0.20406059548258781,2424648.75,1181.198486328125,1557.1283665773994,0.8058262467384338,0.8987151632174861,0.9607524831570311,0.3793755672074487,0.2173125,0.40659375,0.5575625,0.677125,0.77096875,6.25e-05
92,0.2790871877223253,0.20297640329226851,0.21058747777715325,0.2710844501852989,0.1959561873227358,0.20346901006996632,2416628.75,1178.724853515625,1554.5509801868834,0.8064685463905334,0.898714800482773,0.9608174463405064,0.37880325812216253,0.21846875,0.4070625,0.5585,0.67853125,0.771125,6.25e-05
