epoch,train_loss,val_loss,val_mse,val_mae,val_rmse,val_r2,val_corr,val_nrmse,val_mape_score,val_acc_like_0.1,val_acc_like_0.2,val_acc_like_0.3,val_acc_like_0.4,val_acc_like_0.5,lr
1,0.8800726570188999,0.5277730971574783,6499834.0,1949.0657958984375,2549.4772013101037,0.47947221994400024,0.7353687545277015,0.9357402693657692,0.18254622471804877,0.12534375,0.24753125,0.36225,0.463125,0.5571875,0.001
2,0.3221657178364694,0.24211738258600235,2985113.75,1316.9620361328125,1727.7481732011759,0.7609423995018005,0.8727951358226641,0.9564520003722177,0.40187876683134616,0.189875,0.3628125,0.50946875,0.62946875,0.72675,0.001
3,0.22406290005892515,0.2160403821617365,2663526.75,1241.10546875,1632.0314794758096,0.7866961359977722,0.8874014535828918,0.9588645455610236,0.3697222590120431,0.20371875,0.38584375,0.53584375,0.6565625,0.75096875,0.001
4,0.21048429468646646,0.20778110064566135,2561909.25,1217.2548828125,1600.5965294227024,0.7948340177536011,0.8916458469796623,0.9596568654224741,0.39118713846783176,0.20721875,0.3931875,0.54575,0.66625,0.75875,0.001
5,0.2051964607089758,0.20473177917301655,2524518.5,1210.7882080078125,1588.8733429697913,0.7978283762931824,0.8939733076955751,0.9599523490625128,0.40537137091947634,0.20571875,0.394125,0.54621875,0.66890625,0.76209375,0.001
6,0.20204785838723183,0.2009064517915249,2477518.75,1197.476318359375,1574.0135799922439,0.801592230796814,0.8953192954754945,0.960326890307963,0.391394864159246,0.2091875,0.39846875,0.5535,0.67396875,0.76575,0.001
7,0.19947769166901708,0.20054473355412483,2472899.0,1194.567138671875,1572.5453888520992,0.8019621968269348,0.8962000617389004,0.9603638961565099,0.3696461595190471,0.21190625,0.40328125,0.55515625,0.673125,0.7648125,0.001
8,0.19777077110484242,0.20352213643491268,2510043.25,1208.2060546875,1584.311601295654,0.798987627029419,0.8967552025289407,0.9600673280437143,0.408517110503174,0.20715625,0.39371875,0.54703125,0.67034375,0.76221875,0.001
9,0.19735117722302675,0.2034540455788374,2508732.5,1203.1121826171875,1583.897881809304,0.7990925312042236,0.8972339631618637,0.9600777558689709,0.3489600906864402,0.2115,0.39896875,0.5503125,0.67053125,0.76165625,0.001
10,0.19713533483445644,0.1996256336569786,2461972.0,1195.36767578125,1569.0672388396872,0.8028373122215271,0.8975635733906935,0.9604515631428192,0.40535315380118847,0.2109375,0.3983125,0.55259375,0.67390625,0.7663125,0.001
11,0.19567909184843302,0.19798187911510468,2441426.5,1186.198974609375,1562.5064799865631,0.804482638835907,0.8978606747572834,0.9606169274757268,0.3669785262251636,0.21525,0.40478125,0.55728125,0.67584375,0.767375,0.001
12,0.19579581171274185,0.19600398279726505,2417174.25,1180.9361572265625,1554.726422879601,0.8064248561859131,0.8981159270115158,0.9608130242965791,0.3813636179928207,0.21365625,0.40390625,0.55896875,0.67740625,0.7706875,0.001
13,0.19459809316322207,0.19547908008098602,2410789.5,1180.845947265625,1552.6717296325066,0.8069361448287964,0.8983547315901058,0.9608648129670275,0.3861593008021846,0.21453125,0.4033125,0.5586875,0.67775,0.77078125,0.001
14,0.1934649795293808,0.19786947593092918,2440216.25,1189.2769775390625,1562.1191535859227,0.8045795559883118,0.8984619513767764,0.9606266900616248,0.3945325180252266,0.213,0.40175,0.55459375,0.67596875,0.76896875,0.001
15,0.19400309724733233,0.1953045204281807,2408546.75,1178.9251708984375,1551.9493387349987,0.8071157336235046,0.898675962925307,0.9608830208743045,0.3754334312755093,0.21465625,0.4054375,0.55928125,0.67828125,0.7701875,0.001
16,0.19280989654362202,0.1953497938811779,2409403.25,1182.825439453125,1552.2252574932545,0.8070471882820129,0.8989272589591605,0.9608760663249274,0.4033773334430343,0.21221875,0.4025,0.55696875,0.678125,0.77125,0.001
17,0.19269892340525985,0.19421494752168655,2395227.25,1176.833984375,1547.6521734550047,0.808182418346405,0.8990316907133364,0.9609913311911182,0.3934826398219756,0.21559375,0.4033125,0.55984375,0.6798125,0.772125,0.001
18,0.19166142167523503,0.19558167085051537,2412201.5,1183.57763671875,1553.1263631784761,0.8068230748176575,0.899111890737371,0.9608533539003662,0.4083160970847672,0.21109375,0.4031875,0.55740625,0.67853125,0.77065625,0.001
19,0.1921310843899846,0.19398240000009537,2392372.0,1177.061279296875,1546.7294527486054,0.8084111213684082,0.8992082364126975,0.9610145884236259,0.39827776816339977,0.2135,0.40440625,0.56009375,0.6795,0.7726875,0.001
20,0.19102169619873166,0.19511900283396244,2406189.0,1177.4617919921875,1551.1895435439217,0.8073045611381531,0.8993438357975003,0.9609021715591158,0.37282263120012143,0.21640625,0.40659375,0.5605625,0.6783125,0.7713125,0.001
21,0.19181590480729938,0.19386225380003452,2390873.5,1174.4864501953125,1546.2449676555134,0.8085310459136963,0.8994498498553645,0.9610267999003798,0.3822440721262517,0.217125,0.40571875,0.56078125,0.67940625,0.77275,0.001
22,0.19251502957195044,0.1976460926234722,2437670.0,1190.064208984375,1561.3039422226539,0.8047834634780884,0.8993564558338438,0.9606472375144856,0.42293313220088774,0.2110625,0.401125,0.55421875,0.67434375,0.7685,0.001
23,0.19139004731550813,0.19332232512533665,2384311.0,1172.95849609375,1544.12143304858,0.8090566396713257,0.8995981977587046,0.9610803237215632,0.39699513313943124,0.215875,0.4071875,0.561875,0.6798125,0.77384375,0.001
24,0.19058042112737894,0.19313299097120762,2381959.75,1173.4697265625,1543.3598899802987,0.8092449307441711,0.8996722033108787,0.9610995184617276,0.4009645778155706,0.2160625,0.4063125,0.56084375,0.68065625,0.773875,0.001
25,0.19022923428565264,0.19425304606556892,2395551.0,1175.0777587890625,1547.7567638359717,0.8081564903259277,0.8997404449012231,0.9609886949840933,0.37180312598700416,0.2175625,0.40646875,0.56046875,0.67934375,0.77253125,0.001
26,0.19050104916095734,0.19305729307234287,2381043.0,1173.0716552734375,1543.0628632690245,0.8093183636665344,0.8998771909516902,0.9611070050383668,0.3941475677764396,0.21696875,0.40759375,0.5610625,0.68034375,0.773375,0.001
27,0.19010318396613002,0.1944598201662302,2398386.25,1179.666748046875,1548.6724153286905,0.8079294562339783,0.8998741829228748,0.960965615931554,0.41766572056404483,0.2125,0.403875,0.5590625,0.67871875,0.77159375,0.001
28,0.18895236542448401,0.19263930805027485,2375858.0,1171.6578369140625,1541.3818475640617,0.8097335696220398,0.8999336285242691,0.9611493751432406,0.4140789880856272,0.2163125,0.40759375,0.56184375,0.6815,0.7740625,0.001
29,0.18845803337171674,0.19241230748593807,2373043.5,1170.432373046875,1540.4685975377752,0.8099589943885803,0.9000041149530716,0.96117239366667,0.4014269435099524,0.2169375,0.4075625,0.5619375,0.6810625,0.7734375,0.001
30,0.18804971035569906,0.19226909801363945,2371364.0,1169.4034423828125,1539.923374717067,0.8100934624671936,0.9000784931522655,0.9611861360416072,0.4094126057731193,0.2179375,0.4083125,0.5631875,0.6809375,0.774375,0.001
31,0.18838905822485685,0.19330993853509426,2384138.0,1174.73876953125,1544.0654131221254,0.8090704679489136,0.8999467371699246,0.9610817357072763,0.4222321637457513,0.21634375,0.40646875,0.560375,0.68025,0.7736875,0.001
32,0.1891905884258449,0.19248496741056442,2373901.75,1170.8958740234375,1540.747140188811,0.8098902702331543,0.9000807789405914,0.9611653729819128,0.40173263135149384,0.217125,0.40609375,0.5611875,0.68028125,0.7735625,0.001
33,0.18794011883437634,0.19213230162858963,2369756.25,1169.4744873046875,1539.4012634787591,0.8102222681045532,0.900167117992827,0.9611992958876797,0.4274455599278756,0.21665625,0.4071875,0.56240625,0.6808125,0.775,0.001
34,0.18816980347037315,0.19213869608938694,2369737.0,1169.1175537109375,1539.3950110351793,0.8102237582206726,0.9001701881284248,0.9611994534809071,0.40568892501629433,0.21825,0.40696875,0.56175,0.681375,0.774625,0.001
35,0.18763504829257727,0.19375310093164444,2389778.75,1177.982666015625,1545.890924353979,0.8086187839508057,0.9000614152985003,0.961035723583705,0.4377358569331593,0.21284375,0.403625,0.55840625,0.67940625,0.77253125,0.001
36,0.18746356293559074,0.19233469851315022,2372046.25,1170.5811767578125,1540.1448795486742,0.8100388050079346,0.9002331824012758,0.9611805529986186,0.4148891683741851,0.2186875,0.406625,0.56196875,0.68096875,0.77396875,0.001
37,0.18692557467147708,0.1919225323945284,2367063.5,1169.3704833984375,1538.5264053632618,0.8104378581047058,0.9002504774215584,0.9612213467406217,0.4239893240069182,0.21540625,0.40590625,0.5626875,0.68234375,0.77484375,0.001
38,0.18717004964128137,0.1918943226337433,2366678.25,1169.020751953125,1538.4011992975045,0.8104687333106995,0.9003089101938557,0.9612245025672576,0.4231475822510425,0.218,0.40709375,0.56271875,0.68159375,0.775,0.001
39,0.18647956475615501,0.1944747343659401,2398438.0,1173.9000244140625,1548.6891230973374,0.8079253435134888,0.9002156000756198,0.9609651948112113,0.39753349953212164,0.2195,0.4075,0.56165625,0.68034375,0.7730625,0.001
40,0.1879503452219069,0.19322652742266655,2383258.5,1175.6094970703125,1543.7805867415227,0.8091409206390381,0.9003914649456424,0.961088914773826,0.44254944873139745,0.21434375,0.40571875,0.55946875,0.680375,0.77284375,0.001
41,0.18624730734154582,0.19197498820722103,2367656.5,1168.4647216796875,1538.7191101692342,0.8103903532028198,0.9003787331669362,0.9612164896040616,0.41241801524498795,0.2188125,0.407125,0.56228125,0.6815625,0.77434375,0.001
42,0.1858248715288937,0.19173457846045494,2364809.5,1168.9403076171875,1537.7937117832157,0.8106184005737305,0.9003682959361787,0.9612398143276497,0.4310301984958815,0.217375,0.4071875,0.5623125,0.68109375,0.7740625,0.001
43,0.18587726820260286,0.19305668771266937,2381012.25,1169.93798828125,1543.0528992876427,0.8093208074569702,0.9003810022076197,0.9611072561811341,0.40718575430790527,0.22025,0.40884375,0.5626875,0.6815,0.77384375,0.001
44,0.18693854846060276,0.1919283177703619,2367147.5,1169.81396484375,1538.553703970063,0.8104311227798462,0.9004273521425853,0.9612206586775479,0.4325061419360826,0.2183125,0.40696875,0.56146875,0.681,0.77575,0.001
45,0.1856047329492867,0.19312655925750732,2381854.25,1170.64892578125,1543.3257109243013,0.8092533946037292,0.9003658487603391,0.9611003799469492,0.4047917734206677,0.2193125,0.40778125,0.56125,0.68203125,0.77415625,0.001
46,0.1861051139421761,0.19347885809838772,2386168.75,1171.7093505859375,1544.7228715857093,0.8089078664779663,0.9003565858751452,0.9610651644260146,0.40217401778824635,0.21921875,0.40909375,0.56065625,0.68125,0.77321875,0.001
47,0.18590180575847626,0.19248277321457863,2374065.25,1171.3682861328125,1540.8001979491046,0.8098771572113037,0.9004740190744763,0.9611640356577812,0.4416925434033619,0.2185625,0.40728125,0.56184375,0.679875,0.7739375,0.001
