epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,train_prec0,val_prec0,train_prec1,val_prec1,train_rec0,val_rec0,train_rec1,val_rec1
1,0.6978357068129948,0.6834090948104858,0.5367777777777778,0.561,0.5583551841684455,0.6160323327674296,0.5727069351230425,0.6702127659574468,0.5349000350754122,0.5496688741721855,0.06046291922531885,0.1337579617834395,0.9599244649601343,0.941398865784499
2,0.6873530651841845,0.6706638932228088,0.5853333333333334,0.613,0.6555419023626455,0.6968281298287439,0.739961759082218,0.7692307692307693,0.5649987427709329,0.5841232227488151,0.18280585734529994,0.25477707006369427,0.9429290809903483,0.9319470699432892
3,0.6736398586205073,0.6533623933792114,0.6425555555555555,0.646,0.708756011870415,0.7385645310825617,0.7401983939537081,0.7294117647058823,0.6125236088914717,0.6174496644295302,0.37009919697685406,0.39490445859872614,0.8845992446496014,0.8695652173913043
4,0.6560018420219421,0.6334663033485413,0.6688888888888889,0.67,0.7405478123957469,0.7610682335376205,0.7337807606263982,0.719626168224299,0.6413421968977524,0.646539027982327,0.46480869154463866,0.49044585987261147,0.8501888375996642,0.8298676748582231
5,0.6357129633426666,0.6131893992424011,0.6814444444444444,0.678,0.7576575713143665,0.7760024723168739,0.7255031342791158,0.7542662116040956,0.659071871335232,0.6463932107496464,0.5193670288143599,0.4692144373673036,0.8254301300881242,0.8638941398865785
6,0.6186407106263297,0.5947755575180054,0.683,0.702,0.765404070638127,0.7863733599829829,0.722240102993241,0.7661538461538462,0.662311216697777,0.6711111111111111,0.5299952763344355,0.5286624203821656,0.8189257238774654,0.8563327032136105
7,0.6034425267151424,0.5801188945770264,0.6926666666666667,0.717,0.7706396483436148,0.7933929739644162,0.7269635126777984,0.7238095238095238,0.6734304543877905,0.7120689655172414,0.555266887104393,0.6454352441613588,0.8147293327738145,0.780718336483932
8,0.5919322175639016,0.5692114233970642,0.696,0.708,0.7739341721622475,0.7968365581817234,0.7254665863937387,0.7671641791044777,0.6787601268052131,0.6781954887218045,0.5692017005196032,0.5456475583864119,0.8086445656735207,0.8525519848771267
9,0.5839090960366385,0.5612935423851013,0.6955555555555556,0.717,0.7772053551659318,0.7997945087273588,0.7271897810218978,0.7655367231638418,0.6773459383753502,0.6904024767801857,0.5647142182333491,0.5753715498938429,0.8117918590012589,0.8431001890359168
10,0.5791452258825303,0.5562114715576172,0.6978888888888889,0.713,0.7789347559304005,0.800886181113265,0.7310155535224153,0.7754491017964071,0.6789022898094739,0.6816816816816816,0.5661313179026924,0.5498938428874734,0.814939152328997,0.8582230623818525
