epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,train_prec0,val_prec0,train_prec1,val_prec1,train_rec0,val_rec0,train_rec1,val_rec1
1,0.7004421651363373,0.6827380657196045,0.5294444444444445,0.58,0.5276226651503892,0.6122556279323645,0.49948293691830403,0.6666666666666666,0.5330511639487115,0.564344746162928,0.11407652338214454,0.21656050955414013,0.8984473352916492,0.9035916824196597
2,0.6861406598772322,0.6632838845252991,0.6017777777777777,0.644,0.6335507415441333,0.6937216797306138,0.6119146005509641,0.6601671309192201,0.5969488188976378,0.6349453978159126,0.4196976854038734,0.5031847133757962,0.7635333613092741,0.7693761814744802
3,0.6690255812236241,0.6449478268623352,0.6374444444444445,0.669,0.68689084685234,0.7367343744356014,0.6538827258320127,0.6767676767676768,0.6285714285714286,0.6639072847682119,0.4872461029759093,0.5690021231422505,0.7708770457406631,0.7580340264650284
4,0.6516199069363731,0.6259976029396057,0.6611111111111111,0.687,0.7226537327166469,0.7625753033203698,0.6824907521578298,0.7135135135135136,0.6490618485059069,0.6714285714285714,0.5229097779877184,0.5605095541401274,0.7838858581619806,0.7996219281663516
5,0.6341108679771423,0.6081605553627014,0.6766666666666666,0.692,0.7442330099185084,0.7797390421377512,0.7025703794369645,0.7022332506203474,0.6618981158408932,0.6850921273031826,0.5422768068020785,0.6008492569002123,0.7960553923625682,0.7731568998109641
6,0.617768635068621,0.5919903516769409,0.6865555555555556,0.705,0.7591951165266647,0.7887774473328276,0.7070026369762672,0.75,0.6740647932700913,0.6805555555555556,0.5699102503542749,0.5605095541401274,0.790180444817457,0.833648393194707
7,0.604851553269795,0.5794373750686646,0.6933333333333334,0.71,0.7669965485327398,0.7932244069048278,0.7215874924834637,0.7836990595611285,0.676771237222418,0.6754772393538914,0.5668398677373642,0.5307855626326964,0.8057070919009651,0.8695652173913043
8,0.5942748197487422,0.5693120360374451,0.6945555555555556,0.717,0.7721331879430171,0.7971616517966438,0.7305184725240609,0.7655367231638418,0.6745111611005364,0.6904024767801857,0.5557392536608408,0.5753715498938429,0.8178766261015527,0.8431001890359168
9,0.587104766709464,0.5622270107269287,0.6977777777777778,0.72,0.7762348530004395,0.7991964970159617,0.7313569682151589,0.7480519480519481,0.6785963687150838,0.7024390243902439,0.5651865847897969,0.6114649681528662,0.8155686109945447,0.8166351606805293
10,0.5806143002850669,0.5571582913398743,0.6993333333333334,0.712,0.7776210050287315,0.8002921829032866,0.728332337118948,0.7980456026058632,0.6821719136894234,0.6738816738816739,0.5755786490316486,0.5201698513800425,0.8092740243390684,0.8827977315689981
11,0.5782708883285522,0.5534967184066772,0.6947777777777778,0.738,0.7782222416260985,0.8018975834707958,0.7332914967053655,0.7645569620253164,0.6736624806468261,0.7206611570247934,0.5519603212092584,0.6411889596602972,0.8216533780948384,0.8241965973534972
12,0.5752187094518116,0.5508648157119751,0.7007777777777778,0.72,0.779833129526557,0.8020220020147777,0.7387666563371552,0.7705382436260623,0.6795426987701368,0.6924265842349304,0.5630609352857817,0.5774946921443737,0.8231221149811162,0.8468809073724007
13,0.5746177064520972,0.5493417978286743,0.7,0.719,0.7800125713331976,0.8025156626892868,0.7345565749235474,0.7827380952380952,0.6802792321116928,0.6867469879518072,0.567312234293812,0.5583864118895966,0.8178766261015527,0.8620037807183365
14,0.5728560430662972,0.548393726348877,0.7034444444444444,0.718,0.7800962959762021,0.8027243647630631,0.7367624810892587,0.7820895522388059,0.684108867427568,0.6857142857142857,0.5751062824752008,0.5562632696390658,0.8174569869911876,0.8620037807183365
15,0.5724807747772762,0.5473201274871826,0.6968888888888889,0.722,0.7802743006626016,0.803181903924803,0.7385931558935361,0.782991202346041,0.6743668720054757,0.6904400606980273,0.550543221539915,0.5668789808917197,0.8268988669744021,0.8601134215500945
16,0.5723389872482845,0.5474528670310974,0.7081111111111111,0.715,0.7812283998349988,0.8029049723269077,0.7369507519905633,0.805921052631579,0.6906756997682296,0.6752873563218391,0.5902220122815305,0.5201698513800425,0.8128409567771716,0.888468809073724
17,0.5727456131151745,0.5476140379905701,0.7046666666666667,0.714,0.7811329800065849,0.8029089858283265,0.7366366366366366,0.8032786885245902,0.6858906525573192,0.6748201438848921,0.579357581483231,0.5201698513800425,0.8159882501049098,0.8865784499054821
18,0.5706324922186988,0.5464796423912048,0.7033333333333334,0.733,0.7806987466923934,0.8027885807857633,0.7469993682880607,0.7562814070351759,0.6796366129585191,0.717607973421927,0.5585734529995277,0.6390658174097664,0.831934536298783,0.8166351606805293
19,0.5727814103875841,0.5465985536575317,0.7064444444444444,0.735,0.7817207621851443,0.80263606773185,0.7417982989064399,0.7351598173515982,0.6860546601261388,0.7348754448398577,0.5767595654227681,0.6836518046709129,0.8216533780948384,0.780718336483932
20,0.5721319901091712,0.5460960865020752,0.7037777777777777,0.72,0.7815386939173736,0.8026802162474564,0.7322274881516587,0.7938461538461539,0.6866998577524893,0.6844444444444444,0.5838450637694851,0.5477707006369427,0.8103231221149811,0.8733459357277883
21,0.571259964789663,0.5467032790184021,0.7031111111111111,0.725,0.7818861053466621,0.8024915816807742,0.7409006785934609,0.7158590308370044,0.6818339701285169,0.7326007326007326,0.567312234293812,0.6900212314225053,0.8237515736466638,0.7561436672967864
22,0.5708719483443669,0.5456339716911316,0.7092222222222222,0.738,0.7811302296557789,0.8030213638680521,0.7338733005496095,0.7894736842105263,0.6938480966985388,0.7089201877934272,0.5991969768540387,0.6050955414012739,0.8069660092320604,0.8563327032136105
23,0.5722320969615664,0.5456602573394775,0.705,0.733,0.7820049898797001,0.8029250398340015,0.7458735596387418,0.7833333333333333,0.6823285541544308,0.7046875,0.5656589513462447,0.5987261146496815,0.8287872429710449,0.8525519848771267
24,0.5701513980116163,0.5463594198226929,0.7064444444444444,0.726,0.7818654157707792,0.8020822045360594,0.7423873325213155,0.7184035476718403,0.6857942617214835,0.73224043715847,0.5758148323098725,0.6878980891719745,0.8224926563155686,0.7599243856332704
