epoch,train_loss,val_loss,val_mse,val_mae,val_rmse,val_r2,val_corr,val_nrmse,val_mape_score,val_acc_like_0.1,val_acc_like_0.2,val_acc_like_0.3,val_acc_like_0.4,val_acc_like_0.5,lr
1,0.8113799877464771,0.4410150796175003,19100806.0,3363.486083984375,4370.446887905172,0.560256838798523,0.7654217917621727,0.9349999207971709,0.2114190259299696,0.13690625,0.26371875,0.38321875,0.4905625,0.58709375,0.001
2,0.323262101970613,0.25349978916347027,10986599.0,2525.16943359375,3314.6038979039413,0.7470639944076538,0.8660978142237644,0.9507030925176096,0.20423514223990466,0.1875,0.3564375,0.50046875,0.6180625,0.7135,0.001
3,0.24121265625581145,0.23590724170207977,10223045.0,2434.199951171875,3197.349683722442,0.7646427154541016,0.874500290344876,0.9524469721262956,0.2021129049807631,0.19478125,0.36915625,0.51553125,0.63475,0.7290625,0.001
4,0.23499633371829987,0.23334152810275555,10112047.0,2418.21240234375,3179.9444963709666,0.7671980857849121,0.8766052704835628,0.9527058331959763,0.2091960590598371,0.1969375,0.37240625,0.51934375,0.638625,0.7313125,0.001
5,0.23202084051445127,0.23076495341956615,10001738.0,2406.867431640625,3162.5524501579416,0.7697376608848572,0.8775693985796187,0.9529644988222478,0.19893721912944856,0.19553125,0.37415625,0.5208125,0.63965625,0.73325,0.001
6,0.23068423755466938,0.22983712702989578,9961820.0,2402.427978515625,3156.235098974726,0.7706566452980042,0.8783875588287406,0.9530584545063673,0.1984919115439526,0.19640625,0.37490625,0.52075,0.63875,0.73425,0.001
7,0.22793339006602764,0.2284532468765974,9900804.0,2392.519287109375,3146.5543059035226,0.7720613479614258,0.8789565379340889,0.9532024334477693,0.208478982179371,0.1989375,0.3764375,0.52275,0.64378125,0.735375,0.001
8,0.22721485048532486,0.23154354840517044,10034259.0,2405.019775390625,3167.6898522424826,0.7689889669418335,0.8793596577725752,0.9528880920952112,0.2224644130473294,0.19934375,0.37446875,0.5219375,0.642,0.73540625,0.001
9,0.22792308777570724,0.22917597740888596,9933055.0,2400.00830078125,3151.674951513877,0.7713189125061035,0.87972784636642,0.9531262759337257,0.19192442038816257,0.19765625,0.3749375,0.52259375,0.6404375,0.733625,0.001
10,0.2253769263625145,0.22623547539114952,9805357.0,2379.70458984375,3131.3506670444945,0.7742587924003601,0.8801758487741397,0.9534285516812943,0.2073259549624176,0.20003125,0.37871875,0.5261875,0.6441875,0.738125,0.001
11,0.22417102428153157,0.22675178386271,9827283.0,2380.006591796875,3134.849757165405,0.7737540006637573,0.8804083824213381,0.953376510976801,0.21338731834520716,0.20178125,0.37821875,0.52515625,0.6445,0.738375,0.001
12,0.2233359394595027,0.22520221024751663,9760185.0,2373.93408203125,3124.129478750841,0.7752987146377563,0.8807682328666332,0.9535359498085487,0.21044984885487503,0.20046875,0.3794375,0.52571875,0.6445625,0.740125,0.001
13,0.22410081094130874,0.22785047627985477,9875755.0,2394.243896484375,3142.5713993479926,0.7726380825042725,0.8808447753510171,0.9532616697794779,0.19429184689318632,0.197,0.3745,0.52234375,0.6419375,0.7356875,0.001
14,0.22241119155660272,0.22397479601204395,9707869.0,2368.61376953125,3115.7453361916473,0.7765032052993774,0.8812767361301858,0.9536606441348666,0.1998167193215909,0.20165625,0.3804375,0.5268125,0.64659375,0.74040625,0.001
