fold,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,train_prec0,val_prec0,train_prec1,val_prec1,train_rec0,val_rec0,train_rec1,val_rec1
1,1,0.7142135779703817,0.6933841705322266,0.4885,0.514,0.45352623045311447,0.4741998177953234,0.3368869936034115,0.3153153153153153,0.508637779665817,0.5388076490438695,0.08346539883782356,0.07865168539325842,0.8523967726625534,0.863063063063063
1,2,0.6955562628084614,0.6758851408958435,0.551,0.578,0.56839401075729,0.6130863447717381,0.5483549351944168,0.5271867612293144,0.5518852185518852,0.6152512998266898,0.2905441098784997,0.501123595505618,0.7850023730422402,0.6396396396396397
1,3,0.6766099785604784,0.6565142869949341,0.631,0.655,0.674454927365853,0.6954509565745521,0.6585551330798479,0.6879699248120301,0.6175046554934823,0.6430517711171662,0.4574749075541469,0.41123595505617977,0.7869008068343617,0.8504504504504504
1,4,0.6598391782852912,0.6413367390632629,0.67325,0.686,0.7238648195798423,0.7327765968215407,0.7207987942727958,0.6775067750677507,0.6496445940890385,0.6909667194928685,0.5052826201796091,0.5617977528089888,0.8241575700047461,0.7855855855855856
1,5,0.6434205741651596,0.6245489716529846,0.692125,0.708,0.7514477375367646,0.7559914971150926,0.7429305912596401,0.7191977077363897,0.665908660223612,0.7019969278033794,0.534337031167459,0.5640449438202247,0.8338870431893688,0.8234234234234235
1,6,0.6282228702499021,0.6100108623504639,0.698625,0.706,0.7638686016550873,0.7669035327462295,0.7275736511089044,0.7323076923076923,0.6810604539064069,0.6933333333333334,0.5805599577390386,0.5348314606741573,0.8046986236355007,0.8432432432432433
1,7,0.6144649578678992,0.5977079272270203,0.706375,0.713,0.7753944352222149,0.7736451057799373,0.7518401682439537,0.7244318181818182,0.6811734991257042,0.7067901234567902,0.5665610142630745,0.5730337078651685,0.8319886093972473,0.8252252252252252
1,8,0.6027663503923724,0.5892646312713623,0.707375,0.712,0.7785374312626314,0.7767830752100415,0.7497407535430349,0.6957605985037406,0.6833757587624829,0.7228714524207012,0.5729001584786054,0.6269662921348315,0.8281917418130043,0.7801801801801802
1,9,0.5931806679694883,0.579363226890564,0.708875,0.715,0.7810965686536289,0.7793946755744507,0.7528635890315862,0.7247191011235955,0.6841179917952726,0.7096273291925466,0.5729001584786054,0.5797752808988764,0.8310393925011865,0.8234234234234235
1,10,0.5863125410772139,0.5732452273368835,0.71075,0.714,0.7822707105913902,0.7807632351452576,0.7458249832999332,0.723943661971831,0.6897722732720735,0.7085271317829457,0.5898045430533545,0.5775280898876405,0.8194114855244423,0.8234234234234235
1,11,0.5803789890581562,0.5675155520439148,0.71575,0.702,0.7844236227642569,0.782196578601073,0.7533512064343163,0.7378640776699029,0.6933811802232854,0.6859623733719248,0.5937665081880613,0.5123595505617977,0.825344091124822,0.8540540540540541
1,12,0.5769798779679883,0.5706484913825989,0.708875,0.719,0.783769876579239,0.7812167223403179,0.750429700928154,0.6855203619909502,0.6851306226674524,0.7455197132616488,0.5765979926043318,0.6808988764044944,0.8277171333649739,0.7495495495495496
1,13,0.5735744872400838,0.5628843307495117,0.71275,0.717,0.7853586427752834,0.783172385869015,0.7468480424684805,0.7314285714285714,0.6921379863618131,0.7092307692307692,0.5945589012150027,0.5752808988764045,0.8189368770764119,0.8306306306306306
1,14,0.5709484411824134,0.5616155862808228,0.717375,0.719,0.7860106339369861,0.7834436683874886,0.7505750903713441,0.7329545454545454,0.6969941496873109,0.7114197530864198,0.6032752245113576,0.5797752808988764,0.8198860939724727,0.8306306306306306
1,15,0.5702935452422788,0.5606595873832703,0.711875,0.72,0.785812661039059,0.783593481121571,0.7505922165820643,0.7323943661971831,0.689197224975223,0.7131782945736435,0.5858425779186477,0.5842696629213483,0.8251067869008069,0.8288288288288288
1,16,0.5701739470804891,0.5609490871429443,0.71375,0.725,0.785519478126267,0.7835651381718798,0.7528735632183908,0.726063829787234,0.6907973026576755,0.7243589743589743,0.5882197569994717,0.6134831460674157,0.826530612244898,0.8144144144144144
1,17,0.5685558477717061,0.5597167611122131,0.711875,0.723,0.7854285929902864,0.7840672132806965,0.74286651361102,0.7320441988950276,0.6927893354877802,0.7178683385579937,0.598256735340729,0.5955056179775281,0.813953488372093,0.8252252252252252
1,18,0.5678797013336613,0.5609433054924011,0.715625,0.719,0.7864459110589284,0.7838890575969228,0.7486015136558078,0.7102564102564103,0.695424309614997,0.7245901639344262,0.6008980454305335,0.6224719101123596,0.8186995728523968,0.7963963963963964
1,19,0.5676860698769169,0.5597184300422668,0.71475,0.723,0.7856229304827742,0.7843020548638527,0.7476943346508564,0.7245989304812834,0.6946011281224819,0.7220447284345048,0.5995773903856313,0.6089887640449438,0.8182249644043664,0.8144144144144144
1,20,0.5682785486982714,0.559882402420044,0.717,0.725,0.7864086168134743,0.7843587407632351,0.7529920212765957,0.7236842105263158,0.6953125,0.7258064516129032,0.598256735340729,0.6179775280898876,0.8236829615567157,0.8108108108108109
1,21,0.567680329565079,0.5623814463615417,0.718125,0.718,0.7870698531872853,0.7836825589634577,0.7562772012052227,0.6935866983372921,0.6953919808497906,0.7357512953367875,0.5966719492868463,0.6561797752808989,0.8272425249169435,0.7675675675675676
1,22,0.5676346690424027,0.5589861869812012,0.716625,0.725,0.7865193399808602,0.7845733373823262,0.744920993227991,0.7309782608695652,0.6987140232700552,0.7215189873417721,0.6101426307448494,0.604494382022472,0.8122923588039868,0.8216216216216217
1,23,0.5673060297004638,0.560019314289093,0.7175,0.723,0.7864541534005708,0.7844356716266828,0.7482108002602472,0.7176165803108808,0.6983353633779943,0.7263843648208469,0.6075013206550449,0.6224719101123596,0.8163265306122449,0.8036036036036036
1,24,0.5672120293301921,0.5587131977081299,0.721125,0.725,0.7868812821999769,0.7848203259439215,0.750563970351273,0.73224043715847,0.702470900551358,0.7208201892744479,0.6151611199154781,0.6022471910112359,0.8163265306122449,0.8234234234234235
1,25,0.5673866983382932,0.5620582699775696,0.713625,0.723,0.785789532338937,0.7840874582447616,0.7499164159144099,0.6962616822429907,0.6919544819325215,0.743006993006993,0.592445853143159,0.6696629213483146,0.8224964404366397,0.7657657657657657
1,26,0.5667011391732001,0.5588638782501221,0.71525,0.721,0.7861754807698333,0.7847879340014172,0.7357723577235772,0.7243243243243244,0.7015826738858809,0.719047619047619,0.621500264131009,0.6022471910112359,0.7994779307071666,0.8162162162162162
1,27,0.5669489036644658,0.5627570152282715,0.71475,0.725,0.7866113220064129,0.7838161757262881,0.754054054054054,0.6931818181818182,0.6916666666666667,0.75,0.589540412044374,0.6853932584269663,0.8272425249169435,0.7567567567567568
1,28,0.5667382017258675,0.5603652000427246,0.717375,0.717,0.786649180366504,0.7845571414110739,0.7450980392156863,0.7076923076923077,0.699734096952342,0.7229508196721312,0.6122556788166931,0.6202247191011236,0.8118177503559564,0.7945945945945946
1,29,0.5659723647179142,0.560551106929779,0.720125,0.717,0.7868905587517874,0.7844842595404393,0.7508919883230619,0.7066326530612245,0.7008338417734391,0.7236842105263158,0.6114632857897517,0.6224719101123596,0.817750355956336,0.7927927927927928
1,30,0.5669323580880319,0.5591939091682434,0.7155,0.719,0.7863807558183411,0.7848081789654824,0.7470549738219895,0.7157894736842105,0.695995145631068,0.7209677419354839,0.6030110935023771,0.6112359550561798,0.81656383483626,0.8054054054054054
1,31,0.5673142243777552,0.5595115423202515,0.717875,0.722,0.7864487629718161,0.7848324729223605,0.7406358199559333,0.7180156657963447,0.7028820236367406,0.7244732576985413,0.621500264131009,0.6179775280898876,0.8044613194114856,0.8054054054054054
1,32,0.567122450759334,0.5570129156112671,0.718125,0.707,0.7867129253204986,0.7859499949387591,0.7415588513726727,0.7516556291390728,0.7027530531980957,0.6876790830945558,0.6207078711040677,0.5101123595505618,0.8056478405315615,0.8648648648648649
1,33,0.5672149062156677,0.5569526553153992,0.71425,0.707,0.7861408817387567,0.7858933090393765,0.7481800132362674,0.7435897435897436,0.6936520691040579,0.690406976744186,0.5972002113048072,0.5213483146067416,0.8194114855244423,0.8558558558558559
