fold,epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,train_prec0,val_prec0,train_prec1,val_prec1,train_rec0,val_rec0,train_rec1,val_rec1
1,1,0.7131680817373337,0.689469039440155,0.52675,0.555,0.4458956084553012,0.46748658771130686,0.0,0.0,0.52675,0.555,0.0,0.0,1.0,1.0
1,2,0.7040065776917243,0.6885964274406433,0.52675,0.555,0.4993449688871974,0.4957485575463103,0.0,0.0,0.52675,0.555,0.0,0.0,1.0,1.0
1,3,0.7012832280128233,0.6872490644454956,0.52675,0.557,0.5440285206331823,0.5395039983804029,0.0,0.75,0.52675,0.5562248995983936,0.0,0.006741573033707865,1.0,0.9981981981981982
1,4,0.6985059755463754,0.6836329102516174,0.53825,0.573,0.5838592135339375,0.5963133920437291,0.6474358974358975,0.5818181818181818,0.5338189386056191,0.5719101123595506,0.05335446381405177,0.14382022471910114,0.9738965353583294,0.9171171171171171
1,5,0.6931907823008876,0.6760464906692505,0.568875,0.61,0.6274447788181724,0.6558761008199212,0.6731757451181911,0.6410256410256411,0.5544329016650064,0.6024844720496895,0.17300581088219757,0.2808988764044944,0.9245372567631703,0.8738738738738738
1,6,0.6835697620145736,0.663328230381012,0.622,0.64,0.6802535870796186,0.7037837837837838,0.6816015252621545,0.7428571428571429,0.6008132836326668,0.6181818181818182,0.37770734284204965,0.29213483146067415,0.8414807783578547,0.918918918918919
1,7,0.6708296200921459,0.6502221822738647,0.648,0.679,0.7213717462807923,0.7328798461382732,0.761596548004315,0.746031746031746,0.6137325089489098,0.6564171122994652,0.3729529846804015,0.42247191011235957,0.8951115329852871,0.8846846846846846
1,8,0.6556970342513053,0.6361287832260132,0.670625,0.682,0.7447642326749739,0.7492539730741979,0.7330903199675982,0.6953846153846154,0.6427409148436087,0.6755555555555556,0.4780771262546223,0.5078651685393258,0.8436165163739915,0.8216216216216217
1,9,0.6403536402410076,0.6200223565101624,0.679625,0.695,0.760479526274078,0.7582062961838243,0.7349212447176335,0.7554744525547445,0.6529553455623495,0.6721763085399449,0.5052826201796091,0.4651685393258427,0.8362600854295207,0.8792792792792793
1,10,0.6252633410115396,0.6071538329124451,0.690125,0.698,0.7694468179045473,0.7647049296487499,0.7602548785344484,0.735973597359736,0.6580433594461651,0.6814921090387375,0.5042260961436873,0.501123595505618,0.8571428571428571,0.8558558558558559
1,11,0.612545169168903,0.5969863533973694,0.688875,0.714,0.7740106306776571,0.7689725680736917,0.75622283682339,0.7086614173228346,0.657707076247943,0.7172859450726979,0.5055467511885895,0.6067415730337079,0.8535832937826293,0.8
1,12,0.601008148923997,0.5890767574310303,0.696875,0.717,0.7778274929918159,0.7727786213179472,0.75046006624954,0.6956521739130435,0.6693166761309862,0.7320819112627986,0.5385631273111463,0.647191011235955,0.8391077361177028,0.772972972972973
1,13,0.5924434306160096,0.5777095556259155,0.7025,0.704,0.7795982801774379,0.7753983196679826,0.7424137931034482,0.7614035087719299,0.6798039215686275,0.6811188811188811,0.5686740623349181,0.48764044943820223,0.822733744660655,0.8774774774774775
1,14,0.5857037344286519,0.5751706957817078,0.70275,0.722,0.7820410532546781,0.7770381617572629,0.7672741078208049,0.7168831168831169,0.6710771524412971,0.7252032520325203,0.5338087691494982,0.6202247191011236,0.8545325106786901,0.8036036036036036
1,15,0.5806838870048523,0.5714763402938843,0.70725,0.72,0.7836229560559711,0.7782609575868003,0.7565742714996446,0.712082262210797,0.6804859236405708,0.7250409165302782,0.5623349181193872,0.6224719101123596,0.8374466065495966,0.7981981981981981
1,16,0.576926963944589,0.5679126977920532,0.71,0.727,0.7838576904244172,0.7799615345682762,0.7579169598874033,0.7299465240641712,0.6835982939123691,0.7252396166134185,0.5689381933438986,0.6134831460674157,0.8367346938775511,0.818018018018018
1,17,0.5732993805600751,0.5640714168548584,0.714,0.703,0.7851378545742551,0.781127644498431,0.7508372404554589,0.7371794871794872,0.69206222576785,0.6875,0.5921817221341785,0.5168539325842697,0.8234456573327005,0.8522522522522522
1,18,0.5718644770883745,0.565267026424408,0.7105,0.723,0.7855493448623322,0.7816013766575565,0.7613798008534851,0.7153846153846154,0.6829221279876638,0.7278688524590164,0.5655044902271527,0.6269662921348315,0.8407688656858092,0.8
1,19,0.5707722854229712,0.5634118914604187,0.713125,0.73,0.7855570230893375,0.7822735094645206,0.7546976426375128,0.7333333333333333,0.6891385767790262,0.728,0.5834653988378236,0.6179775280898876,0.8296155671570954,0.8198198198198198
1,20,0.5693448435875678,0.5617286562919617,0.712,0.718,0.7860758518569776,0.7828646624152241,0.7576495132127955,0.7321937321937322,0.6863778298204528,0.7103235747303543,0.5755414685684099,0.5775280898876405,0.8345989558614143,0.8306306306306306
1,21,0.5695668189756332,0.5618399977684021,0.71375,0.729,0.7849873299852503,0.7831035529911934,0.7431729518855656,0.7351351351351352,0.6953696181965882,0.7253968253968254,0.6038034865293186,0.6112359550561798,0.8125296630280019,0.8234234234234235
1,22,0.5684740552979131,0.560210645198822,0.714625,0.706,0.7859643138573382,0.7835529911934406,0.752435337588176,0.7396825396825397,0.6922158072864821,0.6905109489051094,0.5916534601162177,0.5235955056179775,0.8251067869008069,0.8522522522522522
1,23,0.5675350754491745,0.5626709461212158,0.710375,0.725,0.7866123875562829,0.7829496912642981,0.7554782608695653,0.7190721649484536,0.6850731707317074,0.7287581699346405,0.5736925515055468,0.6269662921348315,0.8331751305173232,0.8036036036036036
1,24,0.5692390198669126,0.5614286065101624,0.715125,0.729,0.785495377895381,0.7836096770928231,0.7377721678763016,0.7301587301587301,0.7002690954253777,0.7282958199356914,0.6175382989963022,0.6202247191011236,0.8028001898433792,0.8162162162162162
1,25,0.5684421610447669,0.5609931349754333,0.713875,0.731,0.7863864596441164,0.7837392448628403,0.7521050858875042,0.7328042328042328,0.6913138541045518,0.729903536977492,0.5898045430533545,0.6224719101123596,0.825344091124822,0.818018018018018
1,26,0.5674972375554423,0.5641216039657593,0.7145,0.719,0.7862685596849582,0.7834396193946755,0.7480184940554822,0.6898148148148148,0.6940868865647627,0.7411971830985915,0.598256735340729,0.6696629213483146,0.8189368770764119,0.7585585585585586
1,27,0.5682529403317359,0.5618557333946228,0.715,0.723,0.786262417103354,0.7841643891082093,0.7483509234828496,0.7121212121212122,0.6946457326892109,0.7301324503311258,0.5993132593766508,0.6337078651685393,0.8189368770764119,0.7945945945945946
1,28,0.5673692461944395,0.5612285733222961,0.715125,0.725,0.7865810478542208,0.7843263488207308,0.7469682071451983,0.7190721649484536,0.6954940391998383,0.7287581699346405,0.6019545694664553,0.6269662921348315,0.8168011390602753,0.8036036036036036
1,29,0.5672098018469349,0.5606768727302551,0.7155,0.726,0.7864958978837177,0.7842615649357222,0.7452891487979207,0.7220779220779221,0.6968711905729378,0.7284552845528456,0.6059165346011621,0.6247191011235955,0.813953488372093,0.8072072072072072
1,30,0.5669524650419911,0.5608776211738586,0.7175,0.725,0.7869278843369435,0.7844316226338698,0.7447081462475946,0.7190721649484536,0.700122900450635,0.7287581699346405,0.6133122028526149,0.6269662921348315,0.8111058376839108,0.8036036036036036
1,31,0.5668748420092368,0.5587052702903748,0.715625,0.708,0.7867699008988478,0.7841562911225833,0.7436310867462109,0.7311178247734139,0.6978975301081853,0.6965620328849028,0.6090861067089276,0.5438202247191011,0.811343141907926,0.8396396396396396
1,32,0.5676495322296696,0.5585814118385315,0.716,0.704,0.7854266185890566,0.7841846340722747,0.7370068879148404,0.7250755287009063,0.7020391177694548,0.6935724962630793,0.6217643951399895,0.5393258426966292,0.8006644518272426,0.836036036036036
