epoch,train_loss,val_loss,train_acc,val_acc,train_auc,val_auc,train_prec0,val_prec0,train_prec1,val_prec1,train_rec0,val_rec0,train_rec1,val_rec1
1,0.6849676043756546,0.6585469245910645,0.57225,0.63,0.5923764527803322,0.6256034209692747,0.45341278439869986,0.5277777777777778,0.6740947075208914,0.6678082191780822,0.543859649122807,0.37012987012987014,0.5900040633888664,0.7926829268292683
2,0.6496714334334096,0.625752866268158,0.658375,0.667,0.6796788840281359,0.7159856403758843,0.6282527881040892,0.7363636363636363,0.6644628099173554,0.6584269662921348,0.2745289148797921,0.21038961038961038,0.8984152783421373,0.9528455284552846
3,0.6165362490761664,0.5936755537986755,0.6865,0.697,0.7538385031309744,0.7699936648717136,0.7896341463414634,0.7578616352201258,0.6720353477765109,0.6854934601664685,0.2524366471734893,0.312987012987013,0.9579439252336449,0.9373983739837398
4,0.5799215657095755,0.5577937364578247,0.73125,0.7305,0.8087622400018588,0.8085175799809946,0.8101604278074866,0.7704918032786885,0.7130996309963099,0.7196439923712651,0.3937621832358674,0.42727272727272725,0.942299878098334,0.9203252032520325
5,0.5427256043880216,0.5231946706771851,0.755375,0.755,0.8349645304964067,0.8326438602048357,0.7829379101463907,0.7602230483271375,0.7463033726532646,0.753077975376197,0.5038986354775828,0.5311688311688312,0.9126371393742381,0.8951219512195122
6,0.512319442245268,0.49710503220558167,0.77,0.7615,0.8478215324758238,0.8430271354661599,0.771015761821366,0.7382113821138211,0.769594121763471,0.771841155234657,0.5721247563352827,0.5896103896103896,0.8937423811458757,0.8691056910569106
7,0.49075703034477847,0.4781424403190613,0.7785,0.7715,0.8543894896842993,0.8503505437651779,0.7589214908802537,0.7480190174326465,0.787513691128149,0.7823228634039445,0.621832358674464,0.612987012987013,0.876472978464039,0.8707317073170732
8,0.47502505298583736,0.4656580090522766,0.783125,0.7775,0.8583954524896376,0.8549350649350649,0.7597678916827852,0.745839636913767,0.794275161588181,0.7931292008961912,0.6380766731643924,0.6402597402597403,0.8738317757009346,0.8634146341463415
9,0.4647425341029321,0.45635828375816345,0.786,0.785,0.861883326613824,0.8598606271777004,0.7587121212121212,0.7507374631268436,0.7994402985074627,0.802571860816944,0.6507472384665367,0.6610389610389611,0.870581064607883,0.8626016260162601
10,0.4578359386613292,0.450344979763031,0.78875,0.786,0.8654276366944873,0.8622426354133672,0.7545854732208364,0.7471098265895953,0.8064087978763747,0.8065749235474006,0.6682910981156596,0.6714285714285714,0.8640796424217798,0.8577235772357723
11,0.45213302345045153,0.443088561296463,0.793625,0.788,0.8678362309071548,0.8668820610284024,0.7645532072673341,0.7478510028653295,0.8084103337733358,0.8095238095238095,0.6699155295646524,0.6779220779220779,0.8709874034945144,0.8569105691056911
12,0.44645720431881564,0.43766558170318604,0.794875,0.7855,0.8706916592804872,0.8703647978038221,0.7658157602663707,0.7432239657631954,0.8097036058146121,0.8083140877598153,0.672514619883041,0.6766233766233766,0.8713937423811459,0.8536585365853658
13,0.44181278588310363,0.4323046803474426,0.79775,0.7945,0.8734986385403062,0.873991130820399,0.7624011502516176,0.760522496371553,0.8165963970870065,0.8123569794050344,0.6890838206627681,0.6805194805194805,0.8657049979683056,0.8658536585365854
14,0.43506343518534013,0.42753690481185913,0.80075,0.793,0.8773893861853754,0.8772927885123007,0.7670986321094313,0.7633136094674556,0.8186518575258521,0.8081570996978852,0.6923326835607537,0.6701298701298701,0.8685493701747258,0.8699186991869918
15,0.4318296471911092,0.4230164885520935,0.805375,0.8045,0.8795986723622757,0.8791743216133459,0.7786735067790399,0.7695590327169275,0.8191993929045722,0.8234387047031612,0.6903833658219624,0.7025974025974026,0.8772856562373019,0.8682926829268293
16,0.42789962359013095,0.42290550470352173,0.804,0.804,0.8814391776165623,0.8788543976348855,0.7698355968548963,0.7632311977715878,0.8223760092272203,0.8268330733229329,0.6998050682261209,0.7116883116883117,0.8691588785046729,0.8617886178861789
17,0.42542297705527277,0.4150826632976532,0.804625,0.805,0.8831797483233571,0.8844630978777321,0.7757553694939935,0.7745664739884393,0.8197220635827146,0.8211009174311926,0.6923326835607537,0.6961038961038961,0.8748476229175132,0.8731707317073171
18,0.4214583409409369,0.41381338238716125,0.808125,0.811,0.885166393001783,0.884714391299757,0.7786204405922715,0.7729805013927576,0.8237430701586694,0.8322932917316692,0.700454840805718,0.7207792207792207,0.8754571312474604,0.8674796747967479
19,0.4188208512721523,0.40897589921951294,0.8085,0.8085,0.8866428038280874,0.8877700348432057,0.7768624641833811,0.776824034334764,0.8254608294930875,0.8255188316679477,0.7046783625730995,0.7051948051948052,0.8734254368143032,0.8731707317073171
20,0.41656239282700325,0.4072902500629425,0.809625,0.8025,0.8882872353879718,0.889068736141907,0.7799783939503061,0.7761413843888071,0.8253877082136704,0.8160484481453444,0.7037037037037037,0.6844155844155844,0.8758634701340918,0.8764227642276423
21,0.4147525179770685,0.40424636006355286,0.811375,0.8125,0.8893127856286464,0.8904265653046141,0.7800785433773653,0.7841726618705036,0.8282361992690902,0.8275862068965517,0.7098765432098766,0.7077922077922078,0.8748476229175132,0.8780487804878049
22,0.4120995306199597,0.4042488932609558,0.81125,0.814,0.8905767200293389,0.8902417907295957,0.7846768336964416,0.7703804347826086,0.8252001524971406,0.8393987341772152,0.7020792722547109,0.7363636363636363,0.8795205201137749,0.8626016260162601
23,0.4115331571909689,0.39929673075675964,0.8135,0.818,0.8906979418235718,0.8936067997043606,0.7774667599720084,0.7942028985507247,0.8335278101905873,0.8305343511450382,0.7218973359324237,0.7116883116883117,0.8707842340511986,0.8845528455284553
24,0.4065053001526863,0.39775946736335754,0.816625,0.8105,0.8933976927660854,0.8945496779643121,0.7873706742775598,0.7887740029542097,0.8324033096016933,0.8216175359032502,0.7170240415854451,0.6935064935064935,0.8789110117838277,0.883739837398374
25,0.40723127078625465,0.3970189094543457,0.814625,0.819,0.8930436313970322,0.8941125541125542,0.7892636924192964,0.7833333333333333,0.8279610909784475,0.8390625,0.7069525666016894,0.7324675324675325,0.8819585534335636,0.8731707317073171
26,0.4048556286481119,0.3940526843070984,0.818,0.8205,0.894762650829219,0.8963382958504909,0.7806228373702422,0.8008784773060029,0.8391389432485323,0.8306757782839788,0.732943469785575,0.7103896103896103,0.8711905729378302,0.8894308943089431
27,0.4026592695905316,0.39259928464889526,0.816,0.8195,0.8956948012120991,0.8968028719248231,0.7894736842105263,0.7892503536067893,0.8300803673938002,0.8360402165506574,0.7115009746588694,0.7246753246753247,0.8813490451036164,0.8788617886178862
28,0.4008699554589487,0.3921339809894562,0.81875,0.8155,0.8960759254374744,0.8970779220779221,0.7872265349329569,0.7901591895803184,0.8360433604336044,0.8288770053475936,0.7248213125406108,0.7090909090909091,0.8774888256806176,0.8821138211382114
